"Időbélyeg","1. Mennyire elfogadható számodra, ha egy családi beszélgetésben így beszélnek, azaz ezt a nyelvváltozatot hallod?","2. Az első hangfelvételen hallható nyelvváltozat olyan-e, mint ahogyan a tágabb környezetedben beszélnek?","3. Mennyire elfogadható számodra, ha egy családi beszélgetésben így beszélnek, azaz ezt a nyelvváltozatot hallod?","4. A második hangfelvételen hallható nyelvváltozat olyan-e, mint ahogyan a tágabb környezetedben beszélnek?","5. Mennyire elfogadható számodra, ha egy családi beszélgetésben így beszélnek, azaz ezt a nyelvváltozatot hallod?","6. A harmadik hangfelvételen hallható nyelvváltozat olyan-e, mint ahogyan a tágabb környezetedben beszélnek?","7. Mennyire elfogadható számodra, ha a televízióban hallod ezt nyelvváltozatot?","8. Mennyire elfogadható számodra, ha a televízióban hallod ezt nyelvváltozatot?","9. Mennyire elfogadható számodra, ha a televízióban hallod ezt nyelvváltozatot?","10. Hogyan értékelnéd saját régiód nyelvváltozatát – nyelvjárását?","11. Mely helyzetekben használod a saját nyelvváltozatodat – nyelvjárásodat? (Több választ is megjelölhetsz!)","12. Véleményed szerint te ismered a saját régiód nyelvjárását?","13. Szerinted előny vagy hátrány a nyelvjárás ismerete?","14. Mely helyzetekben használsz köznyelvi változatot? (Több választ is megjelölhetsz!)","15. Véleményed szerint beszéled a magyarországi magyar köznyelvet?","16. Szerinted van különbség a Magyarországon és a Szlovákiában használt magyar nyelv között?","17. Tett-e már valaki megjegyzést arra, ahogyan beszéltél?","18. Amennyiben tett már valaki megjegyzést a beszédedre, milyen helyzetben történt? Mit kifogásoltak? ","19. Mi a nemed?","20. Mi a nemzetiséged?","21. Mi az anyanyelved?","22. Melyik településen élsz?","23. Milyen típusú iskola diákja vagy?","24. Hányadik osztályba jársz?","25. Milyen nyelven zajlik az oktatás az általad látogatott képzésen?","26. Iskola","27. Iskola régiója","28. Lakhely régiója"
"2022/05/27 5:58:20 du. CET","teljesen elfogadható","hasonlít","teljesen elfogadható","hasonlít","teljesen elfogadható","hasonlít","teljesen elfogadható","inkább elfogadható","teljesen elfogadható","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;szlovákiai magyarokkal","igen","előny","iskolában az órákon;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","igen","nem","nem","","lány","magyar","magyar","Érsekkéty","gimnázium","3.","magyar és szlovák nyelven is","","",""
"2022/05/27 6:00:24 du. CET","teljesen elfogadható","nem","teljesen elfogadható","nem","teljesen elfogadható","hasonlít","teljesen elfogadható","teljesen elfogadható","teljesen elfogadható","inkább tetszik","semmilyen helyzetben","szerintem elég jól","előny","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","igen","igen","nem","Nem beszélek nyelvjárással, tehát ilyen ""gondom"" még nem volt.","lány","magyar;szlovák","magyar","Párkány","gimnázium","3.","magyar és szlovák nyelven is","","",""
"2022/05/27 6:01:58 du. CET","teljesen elfogadható","hasonlít","inkább elfogadható","hasonlít","inkább elfogadható","hasonlít","inkább elfogadható","nem tudom megítélni","inkább elfogadható","inkább tetszik","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;szlovákiai magyarokkal","szerintem elég jól","előny","iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","szerintem elég jól","igen","nem","","fiú","magyar","magyar","Kőhídgyarmat","gimnázium","3.","magyar és szlovák nyelven is","","",""
"2022/05/27 6:03:26 du. CET","inkább nem elfogadható","nem","inkább elfogadható","hasonlít","inkább nem elfogadható","nem","inkább elfogadható","inkább nem elfogadható","nem tudom megítélni","inkább nem tetszik","semmilyen helyzetben","talán egy kicsit","nem tudom","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","szerintem elég jól","igen","nem","","fiú","magyar","magyar","Nána","gimnázium","3.","magyar és szlovák nyelven is","","",""
"2022/05/27 6:04:55 du. CET","teljesen elfogadható","nem","teljesen elfogadható","hasonlít","teljesen elfogadható","hasonlít","inkább elfogadható","inkább elfogadható","teljesen elfogadható","inkább tetszik","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;e-mailben, SMS-ben, chaten","szerintem elég jól","előny","iskolában az órákon;magyarországi magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","szerintem elég jól","igen","nem","","fiú","szlovák","magyar","Szőgyén","gimnázium","3.","magyar nyelven","","",""
"2022/05/27 6:06:41 du. CET","inkább elfogadható","nem","inkább elfogadható","nem","inkább elfogadható","nem","inkább elfogadható","inkább nem elfogadható","nem tudom megítélni","inkább tetszik","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;magyarországi magyarokkal;szlovákiai magyarokkal","talán egy kicsit","előny","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;levélben vagy fogalmazás írása közben","szerintem elég jól","igen","igen","Kiejtés","lány","magyar","magyar","Párkány","gimnázium","3.","magyar és szlovák nyelven is","","",""
"2022/05/27 6:08:42 du. CET","inkább elfogadható","igen","teljesen elfogadható","igen","teljesen elfogadható","igen","inkább elfogadható","inkább nem elfogadható","inkább nem elfogadható","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;szlovákiai magyarokkal","szerintem elég jól","előny","családi beszélgetésben;baráti beszélgetésben;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","talán egy kicsit","igen","igen","Kifogásolták a nyelvjárásomat, parasztos beszédnek tartották","lány","magyar","magyar","Érsekkéty","gimnázium","3.","magyar és szlovák nyelven is","","",""
"2022/05/27 6:10:32 du. CET","nem tudom megítélni","nem","nem tudom megítélni","nem","inkább elfogadható","nem","inkább elfogadható","inkább nem elfogadható","egyáltalán nem elfogadható","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;e-mailben, SMS-ben, chaten","szerintem elég jól","előny","iskolában az órákon;levélben vagy fogalmazás írása közben","szerintem elég jól","igen","igen","furcsa volt a kiejtésem, de legtöbbször megjegyzéseket mondtak.","fiú","magyar","magyar","Párkány","gimnázium","3.","magyar és szlovák nyelven is","","",""
"2022/05/27 6:12:06 du. CET","inkább elfogadható","nem","inkább elfogadható","hasonlít","inkább elfogadható","hasonlít","nem tudom megítélni","inkább nem elfogadható","inkább nem elfogadható","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal","szerintem elég jól","előny","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;e-mailben, SMS-ben, chaten","szerintem elég jól","igen","nem","","lány","magyar","magyar","Bátorkeszi","gimnázium","3.","magyar és szlovák nyelven is","","",""
"2022/05/27 6:15:25 du. CET","teljesen elfogadható","nem","teljesen elfogadható","hasonlít","teljesen elfogadható","nem","teljesen elfogadható","teljesen elfogadható","teljesen elfogadható","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;magyarországi magyarokkal;szlovákiai magyarokkal","szerintem elég jól","előny","iskolában az órákon;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","igen","igen","igen","Ha hivatalos űgyről vagy emberekről van szó, túlságosan affektálok, túl magyarosan beszélek.","lány","magyar","magyar","Leléd","gimnázium","3.","magyar nyelven","","",""
"2022/05/27 6:17:32 du. CET","teljesen elfogadható","hasonlít","teljesen elfogadható","nem","inkább elfogadható","nem","teljesen elfogadható","inkább elfogadható","inkább elfogadható","semleges","magyarországi magyarokkal;szlovákiai magyarokkal","talán egy kicsit","előny","baráti beszélgetésben;iskolában a szünetben;e-mailben, SMS-ben, chaten","inkább nem","igen","igen","nem sértő megjegyzés volt, magyarországi ismerősök és a szóhasználattal kapcsolatban","fiú","magyar","magyar","Párkány","gimnázium","3.","magyar és szlovák nyelven is","","",""
"2022/06/08 2:22:49 du. CET","teljesen elfogadható","hasonlít","teljesen elfogadható","hasonlít","teljesen elfogadható","hasonlít","teljesen elfogadható","teljesen elfogadható","teljesen elfogadható","inkább tetszik","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben","talán egy kicsit","előny","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","szerintem elég jól","igen","igen","Az a, á-t érdekesen ejtem ki és egyszer megszóltak ezért, de próbálok odafigyelni, hogy hogyan ejtem ki, de mikor gyorsan magyarázok, akkor nem figyelek rá.","fiú","magyar","magyar","Szőgyén","szakközépiskola","3.","magyar és szlovák nyelven is","Spojená škola, Komárňanská 28, Nové Zámky","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/06/08 2:26:11 du. CET","teljesen elfogadható","hasonlít","inkább elfogadható","hasonlít","teljesen elfogadható","hasonlít","inkább elfogadható","inkább nem elfogadható","teljesen elfogadható","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal","igen","előny","iskolában az órákon;magyarországi magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","igen","igen","igen","","fiú","magyar és szlovák","magyar","Fülek","szakközépiskola","3.","magyar és szlovák nyelven is","Spojená škola, Komárňanská 28, Nové Zámky","Nyugat-Szlovákia","Közép-Szlovákia"
"2022/06/08 2:28:46 du. CET","teljesen elfogadható","hasonlít","nem tudom megítélni","hasonlít","teljesen elfogadható","hasonlít","teljesen elfogadható","inkább nem elfogadható","nem tudom megítélni","inkább tetszik","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;szlovákiai magyarokkal","szerintem elég jól","előny","iskolában az órákon;magyarországi magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","talán egy kicsit","igen","igen","Negatív megjegyzést még nem kaptam, inkább tetszett az embereknek. Sokan mondták már hogy ízesen beszélek.","fiú","magyar","magyar","Tornalja","szakközépiskola","3.","magyar és szlovák nyelven is","Spojená škola, Komárňanská 28, Nové Zámky","Nyugat-Szlovákia","Közép-Szlovákia"
"2022/06/08 2:30:41 du. CET","nem tudom megítélni","nem tudom","nem tudom megítélni","nem tudom","nem tudom megítélni","nem tudom","nem tudom megítélni","nem tudom megítélni","nem tudom megítélni","semleges","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","igen","előny","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","igen","igen","nem","","fiú","magyar","magyar","Dunaszerdahely","szakközépiskola","3.","magyar és szlovák nyelven is","Spojená škola, Komárňanská 28, Nové Zámky","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/06/08 2:32:44 du. CET","teljesen elfogadható","hasonlít","teljesen elfogadható","hasonlít","teljesen elfogadható","hasonlít","teljesen elfogadható","inkább elfogadható","inkább elfogadható","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","igen","előny","magyarországi magyarokkal;levélben vagy fogalmazás írása közben","szerintem elég jól","igen","nem","","fiú","magyar","magyar","Érsekújvár","szakközépiskola","3.","magyar és szlovák nyelven is","Spojená škola, Komárňanská 28, Nové Zámky","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/06/08 2:34:53 du. CET","inkább elfogadható","hasonlít","inkább elfogadható","hasonlít","teljesen elfogadható","hasonlít","inkább elfogadható","inkább nem elfogadható","teljesen elfogadható","semleges","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","igen","előny","levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","igen","igen","nem","","fiú","magyar","magyar","Vágvecse","szakközépiskola","3.","magyar és szlovák nyelven is","Spojená škola, Komárňanská 28, Nové Zámky","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/06/08 2:36:48 du. CET","teljesen elfogadható","nem","inkább elfogadható","hasonlít","teljesen elfogadható","hasonlít","teljesen elfogadható","inkább elfogadható","inkább elfogadható","inkább tetszik","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;szlovákiai magyarokkal","szerintem elég jól","előny","levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","szerintem elég jól","igen","nem","","fiú","magyar","magyar","Komáromszentpéter","szakközépiskola","3.","magyar és szlovák nyelven is","Spojená škola, Komárňanská 28, Nové Zámky","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/06/08 2:38:53 du. CET","teljesen elfogadható","hasonlít","inkább elfogadható","hasonlít","teljesen elfogadható","hasonlít","teljesen elfogadható","teljesen elfogadható","teljesen elfogadható","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;e-mailben, SMS-ben, chaten","szerintem elég jól","előny","magyarországi magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","szerintem elég jól","igen","igen","Azt kifogásolták, hogy artikuláljak és ne mondjak bizonyos szavakat a nyelvjárásomon","fiú","magyar és szlovák","magyar","Komáromszentpéter","szakközépiskola","3.","magyar és szlovák nyelven is","Spojená škola, Komárňanská 28, Nové Zámky","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/06/08 2:41:02 du. CET","inkább elfogadható","hasonlít","teljesen elfogadható","nem","nem tudom megítélni","hasonlít","inkább nem elfogadható","egyáltalán nem elfogadható","teljesen elfogadható","semleges","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;szlovákiai magyarokkal","szerintem elég jól","előny","iskolában az órákon;magyarországi magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","talán egy kicsit","igen","igen","Nagyon gyorsan beszélek","fiú","magyar","magyar","Ipolyvarbó","szakközépiskola","3.","magyar és szlovák nyelven is","Spojená škola, Komárňanská 28, Nové Zámky","Nyugat-Szlovákia","Közép-Szlovákia"
"2022/06/08 2:42:58 du. CET","inkább elfogadható","nem","inkább elfogadható","nem","inkább elfogadható","hasonlít","teljesen elfogadható","egyáltalán nem elfogadható","inkább nem elfogadható","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;szlovákiai magyarokkal","szerintem elég jól","előny","magyarországi magyarokkal;szlovákiai magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","szerintem elég jól","igen","nem","","fiú","magyar","magyar","Kürt","szakközépiskola","3.","magyar és szlovák nyelven is","Spojená škola, Komárňanská 28, Nové Zámky","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/06/08 2:44:40 du. CET","inkább elfogadható","nem","inkább elfogadható","hasonlít","inkább elfogadható","hasonlít","teljesen elfogadható","inkább nem elfogadható","inkább nem elfogadható","semleges","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;szlovákiai magyarokkal","szerintem elég jól","nem tudom","magyarországi magyarokkal;szlovákiai magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","talán egy kicsit","igen","nem","","fiú","magyar","magyar","Helemba","szakközépiskola","3.","magyar és szlovák nyelven is","Spojená škola, Komárňanská 28, Nové Zámky","Nyugat-Szlovákia","Nyugat-Szlovákia"
"2022/06/08 2:47:37 du. CET","teljesen elfogadható","hasonlít","teljesen elfogadható","hasonlít","teljesen elfogadható","hasonlít","teljesen elfogadható","teljesen elfogadható","teljesen elfogadható","szeretem ezt használni","családi beszélgetésben;baráti beszélgetésben;iskolában a szünetben;iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","igen","előny","iskolában az órákon;magyarországi magyarokkal;szlovákiai magyarokkal;levélben vagy fogalmazás írása közben;e-mailben, SMS-ben, chaten","szerintem elég jól","igen","igen","Túl gyorsan beszélek és néha nem értik mit mondok, falusi nyelven","fiú","magyar","magyar","Vágkirályfa","szakközépiskola","3.","magyar és szlovák nyelven is","Spojená škola, Komárňanská 28, Nové Zámky","Nyugat-Szlovákia","Nyugat-Szlovákia"
